date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:57:22	32585/32585	---M--	200	added ('OK')	image/jpeg	etag:%221573816451%22	https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/images/t2.jpg	C:/Mes%20Sites%20Web/dddddddddd/demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/images/t2.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/)
11:57:22	24187/24187	---M--	200	added ('OK')	image/jpeg	etag:%221573816450%22	https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/images/t1.jpg	C:/Mes%20Sites%20Web/dddddddddd/demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/images/t1.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/)
11:57:23	33973/33973	---M--	200	added ('OK')	image/jpeg	etag:%221573816451%22	https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/images/t3.jpg	C:/Mes%20Sites%20Web/dddddddddd/demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/images/t3.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/)
11:57:23	28424/28424	---M--	200	added ('OK')	image/jpeg	etag:%221573816451%22	https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/images/t4.jpg	C:/Mes%20Sites%20Web/dddddddddd/demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/images/t4.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/)
11:57:25	209256/209256	---M--	200	added ('OK')	image/jpeg	etag:%221573816450%22	https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/images/banner1.jpg	C:/Mes%20Sites%20Web/dddddddddd/demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/images/banner1.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/css/style.css)
11:57:28	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%221558010699%22	https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/fonts/fontawesome-webfont.eot?v=4.7.0	C:/Mes%20Sites%20Web/dddddddddd/demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/fonts/fontawesome-webfont3e6e.eot	(from https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/css/font-awesome.css)
11:57:29	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%221558010699%22	https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/Mes%20Sites%20Web/dddddddddd/demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/fonts/fontawesome-webfont3e6e.woff2	(from https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/css/font-awesome.css)
11:57:30	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%221558010699%22	https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/fonts/fontawesome-webfont.eot?	C:/Mes%20Sites%20Web/dddddddddd/demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/fonts/fontawesome-webfontd41d.eot	(from https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/css/font-awesome.css)
11:57:30	246934/246934	---M--	200	added ('OK')	image/jpeg	etag:%221573816451%22	https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/images/banner3.jpg	C:/Mes%20Sites%20Web/dddddddddd/demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/images/banner3.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/css/style.css)
11:57:30	247103/247103	---M--	200	added ('OK')	image/jpeg	etag:%221573816451%22	https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/images/banner2.jpg	C:/Mes%20Sites%20Web/dddddddddd/demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/images/banner2.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/css/style.css)
11:57:31	98024/98024	---M--	200	added ('OK')	font/woff	etag:%221558010699%22	https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/fonts/fontawesome-webfont.woff?v=4.7.0	C:/Mes%20Sites%20Web/dddddddddd/demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/fonts/fontawesome-webfont3e6e.woff	(from https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/css/font-awesome.css)
11:57:34	2529/2529	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Aug%202020%2009:56:54%20GMT	https://demo.w3layouts.com/images/W3Layouts-light.png	C:/Mes%20Sites%20Web/dddddddddd/demo.w3layouts.com/images/W3Layouts-light.html	(from https://demo.w3layouts.com/images/demobar_w3_4thDec2019.css)
11:57:34	0/-1	---M--	301	error ('')			https://codefund.io/properties/441/funder.js	C:/Mes%20Sites%20Web/dddddddddd/codefund.io/properties/441/funder.1f.delayed	(from https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/index.html)
11:57:35	0/-1	---M--	301	error ('')			https://codefund.io/properties/441/funder.js	C:/Mes%20Sites%20Web/dddddddddd/codefund.io/properties/441/funder.20.delayed	(from https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/about.html)
11:57:35	0/-1	---M--	301	error ('')			https://codefund.io/properties/441/funder.js	C:/Mes%20Sites%20Web/dddddddddd/codefund.io/properties/441/funder.21.delayed	(from https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/blog.html)
11:57:35	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:%221558010699%22	https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/fonts/fontawesome-webfont.svg?v=4.7.0	C:/Mes%20Sites%20Web/dddddddddd/demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/fonts/fontawesome-webfont3e6e.svg	(from https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/css/font-awesome.css)
11:57:35	20890/20890	---M--	200	added ('OK')	image/jpeg	etag:%221573816450%22	https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/images/blog1.jpg	C:/Mes%20Sites%20Web/dddddddddd/demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/images/blog1.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/blog.html)
11:57:37	69927/69927	---M--	200	added ('OK')	image/jpeg	etag:%221573816450%22	https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/images/blog2.jpg	C:/Mes%20Sites%20Web/dddddddddd/demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/images/blog2.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/blog.html)
11:57:38	39916/39916	---M--	200	added ('OK')	image/jpeg	etag:%221573816451%22	https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/images/blog3.jpg	C:/Mes%20Sites%20Web/dddddddddd/demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/images/blog3.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/blog.html)
11:57:38	165548/165548	---M--	200	added ('OK')	font/ttf	etag:%221558010699%22	https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/Mes%20Sites%20Web/dddddddddd/demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/fonts/fontawesome-webfont3e6e.ttf	(from https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/css/font-awesome.css)
11:57:38	39488/39488	---M--	200	added ('OK')	image/jpeg	etag:%221573816451%22	https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/images/blog4.jpg	C:/Mes%20Sites%20Web/dddddddddd/demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/images/blog4.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/blog.html)
11:57:38	29080/29080	---M--	200	added ('OK')	image/jpeg	etag:%221573816450%22	https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/images/blog5.jpg	C:/Mes%20Sites%20Web/dddddddddd/demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/images/blog5.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/blog.html)
11:57:38	0/-1	---M--	301	error ('')			https://codefund.io/properties/441/funder.js	C:/Mes%20Sites%20Web/dddddddddd/codefund.io/properties/441/funder.28.delayed	(from https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/contact.html)
11:57:38	0/-1	---M--	301	error ('')			https://codefund.io/properties/441/funder.js	C:/Mes%20Sites%20Web/dddddddddd/codefund.io/properties/441/funder.29.delayed	(from https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/single.html)
11:57:39	45281/45281	---M--	200	added ('OK')	image/jpeg	etag:%221573816451%22	https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/images/blog6.jpg	C:/Mes%20Sites%20Web/dddddddddd/demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/images/blog6.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/blog.html)
11:57:40	16177/16177	---M--	200	added ('OK')	image/jpeg	etag:%221573816450%22	https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/images/te1.jpg	C:/Mes%20Sites%20Web/dddddddddd/demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/images/te1.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/single.html)
11:57:41	14930/14930	---M--	200	added ('OK')	image/jpeg	etag:%221573816450%22	https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/images/te2.jpg	C:/Mes%20Sites%20Web/dddddddddd/demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/images/te2.jpg	(from https://demo.w3layouts.com/demos_new/template_demo/16-05-2019/repay_demo_Free/669056280/web/single.html)
11:57:42	2529/2529	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Aug%202020%2009:57:02%20GMT	https://demo.w3layouts.com/assets/css/fonts/linecons/css/linecons.css	C:/Mes%20Sites%20Web/dddddddddd/demo.w3layouts.com/assets/css/fonts/linecons/css/linecons.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
11:57:42	2529/2529	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Aug%202020%2009:57:02%20GMT	https://demo.w3layouts.com/assets/css/fonts/fontawesome/css/font-awesome.min.css	C:/Mes%20Sites%20Web/dddddddddd/demo.w3layouts.com/assets/css/fonts/fontawesome/css/font-awesome.min.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
11:57:42	2529/2529	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Aug%202020%2009:57:03%20GMT	https://demo.w3layouts.com/assets/css/bootstrap.css	C:/Mes%20Sites%20Web/dddddddddd/demo.w3layouts.com/assets/css/bootstrap.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
11:57:43	2529/2529	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Aug%202020%2009:57:03%20GMT	https://demo.w3layouts.com/assets/css/xenon-core.css	C:/Mes%20Sites%20Web/dddddddddd/demo.w3layouts.com/assets/css/xenon-core.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
11:57:43	2529/2529	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Aug%202020%2009:57:04%20GMT	https://demo.w3layouts.com/assets/css/xenon-forms.css	C:/Mes%20Sites%20Web/dddddddddd/demo.w3layouts.com/assets/css/xenon-forms.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
11:57:44	2529/2529	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Aug%202020%2009:57:04%20GMT	https://demo.w3layouts.com/assets/css/xenon-components.css	C:/Mes%20Sites%20Web/dddddddddd/demo.w3layouts.com/assets/css/xenon-components.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
11:57:44	2529/2529	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Aug%202020%2009:57:04%20GMT	https://demo.w3layouts.com/assets/css/xenon-skins.css	C:/Mes%20Sites%20Web/dddddddddd/demo.w3layouts.com/assets/css/xenon-skins.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
11:57:44	2529/2529	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Aug%202020%2009:57:05%20GMT	https://demo.w3layouts.com/assets/css/custom.css	C:/Mes%20Sites%20Web/dddddddddd/demo.w3layouts.com/assets/css/custom.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
11:57:45	2529/2529	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Aug%202020%2009:57:05%20GMT	https://demo.w3layouts.com/assets/js/jquery-1.11.1.min.js	C:/Mes%20Sites%20Web/dddddddddd/demo.w3layouts.com/assets/js/jquery-1.11.1.min.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
11:57:45	2529/2529	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Aug%202020%2009:57:06%20GMT	https://demo.w3layouts.com/assets/js/bootstrap.min.js	C:/Mes%20Sites%20Web/dddddddddd/demo.w3layouts.com/assets/js/bootstrap.min.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
11:57:46	2529/2529	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Aug%202020%2009:57:06%20GMT	https://demo.w3layouts.com/assets/js/TweenMax.min.js	C:/Mes%20Sites%20Web/dddddddddd/demo.w3layouts.com/assets/js/TweenMax.min.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
11:57:46	2529/2529	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Aug%202020%2009:57:06%20GMT	https://demo.w3layouts.com/assets/js/resizeable.js	C:/Mes%20Sites%20Web/dddddddddd/demo.w3layouts.com/assets/js/resizeable.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
11:57:46	2529/2529	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Aug%202020%2009:57:07%20GMT	https://demo.w3layouts.com/assets/js/joinable.js	C:/Mes%20Sites%20Web/dddddddddd/demo.w3layouts.com/assets/js/joinable.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
11:57:47	2529/2529	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Aug%202020%2009:57:07%20GMT	https://demo.w3layouts.com/assets/js/xenon-api.js	C:/Mes%20Sites%20Web/dddddddddd/demo.w3layouts.com/assets/js/xenon-api.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
11:57:47	2529/2529	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Aug%202020%2009:57:08%20GMT	https://demo.w3layouts.com/assets/js/xenon-toggles.js	C:/Mes%20Sites%20Web/dddddddddd/demo.w3layouts.com/assets/js/xenon-toggles.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
11:57:48	2529/2529	---M-Z	200	added ('OK')	text/html	date:Fri,%2014%20Aug%202020%2009:57:08%20GMT	https://demo.w3layouts.com/assets/js/xenon-custom.js	C:/Mes%20Sites%20Web/dddddddddd/demo.w3layouts.com/assets/js/xenon-custom.html	(from https://demo.w3layouts.com/images/W3Layouts-light.png)
